buggy,fixed,type
"def add(a, b):
    return a - b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 931","def greet(name):
    print('Hello, ' + name)
# Sample ID: 931",operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
"def add(a, b):
    return a - b
# Sample ID: 66","def add(a, b):
    return a + b
# Sample ID: 66",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 66","def add(a, b):
    return a + b
# Sample ID: 66",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 66","def add(a, b):
    return a + b
# Sample ID: 66",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 66","def add(a, b):
    return a + b
# Sample ID: 66",operator_flip
"def add(a, b):
    return a - b
# Sample ID: 66","def add(a, b):
    return a + b
# Sample ID: 66",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 925","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 925",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 755",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927",operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 248","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 248","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 248","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 278",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
"def is_even(n):
    if n % 2 != 0:
        return True
    return False","def is_even(n):
    if n % 2 == 0:
        return True
    return False",operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 427","def greet(name):
    print('Hello, ' + name)
# Sample ID: 427",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 427","def greet(name):
    print('Hello, ' + name)
# Sample ID: 427",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 427","def greet(name):
    print('Hello, ' + name)
# Sample ID: 427",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 427","def greet(name):
    print('Hello, ' + name)
# Sample ID: 427",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 427","def greet(name):
    print('Hello, ' + name)
# Sample ID: 427",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 986","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 986","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 986","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 986",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
"total = 0
for num in numbers:
    total -= num","total = 0
for num in numbers:
    total += num",operator_flip
